us_id,us_pass,us_fname,us_lname,us_bday,us_doc,us_doc_type,us_username,us_role,us_program_code,us_program_name,us_faculty_code,us_faculty_name,us_created_at,us_active
580,password580,Alexander,Díaz,1998-06-19,7838610098,CC,amedina,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2019-04-12 21:20:30,1
581,password581,Alejandra,Márquez,2006-08-13,3305440600,CC,claudia53,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2017-03-11 03:42:49,1
582,password582,Marcela,Ortiz,1997-07-26,4685261713,CC,vdiaz,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2019-03-23 23:41:33,1
583,password583,Luis,Sánchez,1994-10-31,4928984000,CC,melissa47,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2016-03-24 18:31:49,1
584,password584,Astrid,Jiménez,1986-07-19,8648210118,CC,clara71,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2019-02-25 05:34:23,1
585,password585,Hugo,Rodríguez,2007-02-03,9578618509,CC,eugeniarodriguez,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2017-10-30 22:54:13,1
586,password586,Carlos,Ariza,1994-06-18,7777295878,CC,margothbustos,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2016-12-13 08:37:19,1
587,password587,Jorge,Pardo,1997-03-02,6347688960,CC,fgonzalez,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2020-10-05 10:09:16,1
588,password588,Gerson,González,2003-09-06,1591538608,CC,luz61,Profesor,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2018-03-13 20:19:01,1
589,password589,Elena,Quintero,1996-11-25,4876803825,CC,bpuentes,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2020-10-29 00:25:34,1
590,password590,Luis,Melo,1998-07-08,8550506396,CC,valentinaalvarez,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2022-06-05 15:17:41,1
591,password591,Constanza,Salgado,1993-10-24,1204394844,CC,gpalacios,Profesor,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2021-03-25 06:33:40,1
592,password592,Doris,Hernández,2005-10-26,6796632937,CC,andreaquintero,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2017-02-08 11:37:35,1
593,password593,Juana,Salcedo,1990-11-30,6210641447,CC,sandrazambrano,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2020-07-10 00:23:49,1
594,password594,Juan,Vergara,1985-04-30,5220299862,CC,carmen84,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2016-05-25 14:51:12,1
595,password595,Julio,Ramírez,1986-03-17,3781591826,CC,calderonaurora,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2017-02-20 08:27:35,1
596,password596,Gabriel,Vera,1996-11-27,5918957872,CC,gomeznatalia,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2018-05-16 13:09:33,1
597,password597,Jimmy,Alarcón,1989-08-14,8979534691,CC,julianhenao,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2020-02-07 07:55:10,1
598,password598,Julieth,Muñoz,1984-05-08,4152722006,CC,luzortiz,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-06-27 19:12:07,1
599,password599,Luis,Salas,1988-06-28,9374498765,CC,francisco27,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2022-08-24 04:14:02,1
600,password600,Alexander,Delgado,1984-02-10,2626978704,CC,ksilva,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2017-10-17 21:36:56,1
601,password601,Juan,Londoño,1996-02-17,6432274531,CC,gomezdeisy,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2016-10-27 05:40:09,1
602,password602,Jaime,Fuentes,1998-07-28,1791603993,CC,palacioyolanda,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2020-08-30 19:56:10,1
603,password603,Milena,Duque,1988-11-05,9666292481,CC,johnrodriguez,Profesor,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2018-03-31 15:11:07,1
604,password604,Martha,Santos,2002-10-14,7215515195,CC,davidguzman,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2017-09-05 11:14:14,1
605,password605,Alfredo,Morales,1994-01-09,7899763442,CC,mosquerakaren,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2016-11-14 16:49:53,1
606,password606,Marcela,Hernández,2004-03-14,3468761810,CC,juliana04,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2017-06-30 11:08:53,1
607,password607,David,Gómez,1992-07-22,2299327773,CC,albertocorredor,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2018-06-22 12:04:08,1
608,password608,Eduardo,López,1985-11-05,2894397090,CC,jose48,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2022-05-15 11:02:52,1
609,password609,Sonia,Vega,1991-12-31,2034257205,CC,toromauricio,Profesor,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2021-11-27 16:01:56,1
610,password610,Santos,Díaz,2004-05-16,7859365256,CC,javiermolina,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2017-01-28 12:03:49,1
611,password611,Derly,Restrepo,1989-02-14,8454638630,CC,vanegaselsy,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2017-11-11 12:18:04,1
612,password612,Yuly,Vargas,1985-10-05,8714829373,CC,zosorio,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2018-03-19 06:59:28,1
613,password613,Miguel,Ortiz,2002-11-24,7332074635,CC,edinson81,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2021-02-01 19:06:09,1
614,password614,Marcela,Arévalo,1999-12-22,2199286204,CE,carrillomatilde,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2019-05-07 04:25:42,1
615,password615,Andrés,González,2004-03-30,4562293422,CC,bedoyacarolina,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-01-17 23:50:00,1
616,password616,Marcos,Gómez,2004-08-13,2019585665,CC,maria58,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2016-07-04 22:27:45,1
617,password617,Alberto,García,1988-05-09,1167484180,CC,williamrodriguez,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2021-02-16 23:24:15,1
618,password618,Adriana,Benítez,1985-06-23,6288526424,CC,ramirezalexander,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2018-03-12 12:11:00,1
619,password619,Johanna,Toro,2003-04-30,2988666009,CE,claralopez,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2016-05-18 11:50:50,1
620,password620,Gerardo,López,1991-05-08,6227569964,CC,jhonnarvaez,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2023-01-09 17:08:03,1
621,password621,Diego,Herrera,1989-10-12,9629756538,CC,alexander47,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2018-08-23 03:10:33,1
622,password622,Beatriz,Luna,1999-07-22,5522752149,CC,edisonvallejo,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2018-05-17 04:49:25,1
623,password623,Milena,González,1991-09-25,1666853590,CC,mauricioacevedo,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2022-08-01 09:04:16,1
624,password624,Francisco,Reyes,1987-04-03,9417984256,CC,henry93,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2020-01-25 07:17:19,1
625,password625,Augusto,Castro,2001-01-29,6146957810,CC,gomezfernanda,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2020-10-04 23:48:34,1
626,password626,Javier,Martínez,2004-07-15,6267675521,CC,carlosmora,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-03-19 13:11:11,1
627,password627,Ana,Maldonado,2000-01-18,4277816287,CC,nrodriguez,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2021-03-22 05:27:48,1
628,password628,Javier,Valencia,1983-07-29,4795200978,CC,quinterorosa,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2019-04-18 21:59:00,1
629,password629,Enrique,Jiménez,1993-07-17,3124534781,CC,alejandrocontreras,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2019-03-29 17:51:59,1
630,password630,Amparo,Salcedo,1992-03-22,6903104619,CC,jose20,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2018-04-21 20:28:34,1
631,password631,Miguel,Ospina,1989-10-22,1037850680,CC,libardo56,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2021-04-24 10:09:39,1
632,password632,Lina,Jaimes,1985-11-04,1618425597,CC,cordobadayana,Profesor,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-05-02 11:42:33,1
633,password633,Ángel,Peña,2003-07-04,4497499650,CC,jhonatan30,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2017-10-28 16:19:09,1
634,password634,Andrés,Gómez,2005-08-21,1933033323,CC,moraleserika,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2017-08-31 10:42:43,1
635,password635,Wilson,Pérez,1992-08-22,5238386203,CC,maria19,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2019-12-24 01:11:42,1
636,password636,Carolina,Valderrama,1999-01-24,2458165586,CC,ceciliaortega,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2020-01-04 16:36:22,1
637,password637,Rosa,Pérez,1995-07-08,4672910761,CE,camilo10,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2018-02-27 06:00:51,1
638,password638,Fabio,Rivera,1995-03-19,1966260510,CC,bonillajairo,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2018-06-29 11:49:45,1
639,password639,Heidy,Torres,1990-03-25,6394374767,CE,davidlondono,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2019-05-14 09:09:46,1
640,password640,Ángel,González,1997-07-20,3431325143,CC,vasquezcarolina,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2022-02-10 22:25:17,1
641,password641,Jorge,Escobar,2004-02-13,5504321700,CC,overgara,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2022-11-01 06:26:06,1
642,password642,Lorena,Cardona,1985-04-25,2928208111,CC,josebonilla,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2020-02-24 21:13:12,1
643,password643,Jhon,Torres,1983-09-11,9211632899,CC,xorozco,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2020-02-29 18:17:43,1
644,password644,Hernán,Restrepo,2006-02-06,2119696125,CC,elvira28,Profesor,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2016-12-01 21:53:55,1
645,password645,Yéssica,Jiménez,2004-01-12,9876356059,CC,zvelasquez,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2016-06-04 06:43:30,1
646,password646,Carlos,Santos,1991-10-12,5482573648,CC,elviasanchez,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2016-11-18 09:26:54,1
647,password647,Julián,Ruiz,2002-10-10,9846647115,CE,wcastro,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2021-10-13 00:08:00,1
648,password648,Henry,Arias,1990-06-16,7651016087,CC,mendozaandrea,Profesor,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2018-10-23 13:21:11,1
649,password649,Andrea,Pineda,1987-10-20,2504013001,CC,galindoester,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2019-03-13 05:19:12,1
650,password650,Andrea,López,1985-05-09,6909216589,CE,stellaparra,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2017-08-26 23:54:28,1
651,password651,Ana,Rodríguez,1998-09-03,1638041672,CC,orodriguez,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2018-07-12 08:37:05,1
652,password652,Antonio,Meneses,2006-08-15,3139959138,CC,caballerojudith,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2016-09-08 12:35:24,1
653,password653,Alexander,Díaz,1999-06-18,5669504440,CC,isidro90,Profesor,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-05-31 15:34:29,1
654,password654,Antonio,González,2006-01-13,8744494729,CC,stivenbuitrago,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2018-04-10 10:08:55,1
655,password655,Dora,Pérez,2006-10-12,7808529039,CC,gonzalezerika,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2016-12-24 05:53:09,1
656,password656,Alberto,Oviedo,2002-03-25,7073207926,CC,enriquetorres,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2017-12-10 16:41:48,1
657,password657,Lina,Ortega,2007-01-04,1706722554,CE,jaimesliliana,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2022-09-09 07:37:00,1
658,password658,Eduardo,Mosquera,1992-01-28,1626864471,CC,margoth95,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2016-12-01 18:41:33,1
659,password659,Carlos,Franco,1988-12-23,7082217654,CC,beatrizibarra,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2021-02-05 20:13:26,1
660,password660,Manuel,Rodríguez,1994-04-25,4227302514,CC,wcastellanos,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2017-07-22 23:12:58,1
661,password661,Javier,Saavedra,1986-10-23,8562976284,CC,wblanco,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2017-09-16 08:44:05,1
662,password662,Karina,Caicedo,1987-02-27,4824184171,CC,dianacardenas,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2021-08-23 17:18:51,1
663,password663,Alexander,Cárdenas,2003-03-23,8786244559,CC,kgomez,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-11-13 19:46:55,1
664,password664,Ricardo,Hernández,2001-07-17,9181868405,CC,aramirez,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-01-13 12:33:47,1
665,password665,Luis,Orozco,1984-06-02,1634705762,CC,romeroblanca,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2017-07-23 19:19:34,1
666,password666,Jesús,Gallego,1996-03-01,9565615083,CC,ccortes,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-02-12 10:28:13,1
667,password667,Andrés,García,1993-08-16,8729534150,CC,carmen05,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2021-07-10 10:01:34,1
668,password668,José,Villamil,1996-02-07,4600771523,CC,omar93,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2019-02-23 20:52:12,1
669,password669,Gilberto,Hernández,1995-09-03,4319998201,CC,paola11,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2016-03-31 02:11:08,1
670,password670,Valentina,Montes,2001-07-11,9901007100,CC,cmunoz,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2023-01-22 18:19:01,1
671,password671,Claudia,Arias,1995-04-08,5076125132,CC,tgonzalez,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2018-04-02 21:03:20,1
672,password672,Diego,Burgos,2000-12-28,2027480707,CC,william51,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2022-03-28 02:50:57,1
673,password673,Jairo,Contreras,1997-02-17,2724112932,CC,victoriabustos,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-04-27 18:26:24,1
674,password674,Erika,Ariza,1986-02-16,4312437491,CC,jose25,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2021-10-29 10:59:39,1
675,password675,Enith,Bedoya,2003-01-06,8979026716,CC,ireneagudelo,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2016-05-30 02:34:56,1
676,password676,Nubia,Parra,1998-12-26,1719763563,CC,josecaro,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-07-15 06:08:14,1
677,password677,Darwin,Martínez,1997-10-15,5236881971,CC,rodriguezmaria,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2020-10-20 09:37:08,1
678,password678,César,Parada,1988-07-02,6884566378,CC,ibastidas,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2016-06-24 11:58:09,1
679,password679,Daniela,Valencia,1986-03-25,4689829254,CC,yleon,Profesor,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2016-07-24 01:01:16,1
680,password680,Mery,Burgos,2002-12-15,8692451869,CC,medinajacqueline,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2021-11-18 19:16:50,1
681,password681,Manuel,Sánchez,1990-09-21,2482079080,CC,tmora,Profesor,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2022-02-09 05:12:31,1
682,password682,Cecilia,Torres,2005-07-07,5815574474,CC,montesmanuel,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2018-02-20 16:55:05,1
683,password683,Marcela,Romero,1992-05-26,3455349596,CC,oscarhernandez,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2021-11-21 11:18:02,1
684,password684,Maritza,Gil,1995-07-08,4076968121,CC,vacosta,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2018-07-06 05:58:57,1
685,password685,Juan,Vargas,2004-04-08,2962434142,CC,yesid33,Profesor,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2017-08-03 01:02:41,1
686,password686,María,Sánchez,1989-08-01,5709515773,CC,operez,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2020-06-17 05:08:52,1
687,password687,Camilo,Prada,1990-09-08,4055089658,CC,aguilaryaneth,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2019-03-15 06:52:49,1
688,password688,Omar,Álvarez,1986-10-09,7847126369,CC,rmunoz,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2021-09-03 01:06:55,1
689,password689,Karen,Sarmiento,2000-03-31,1156399639,CC,ariaswalter,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2016-09-27 22:32:04,1
690,password690,Jhon,Sánchez,1990-08-19,4871314980,CC,joserosero,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2022-05-06 08:34:50,1
691,password691,Cecilia,Pérez,1983-08-27,8627802874,CC,arenasdenis,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2017-04-26 06:36:28,1
692,password692,Margarita,Ochoa,1989-11-01,8051644824,CE,mmunoz,Profesor,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2020-10-27 01:15:52,1
693,password693,Heidy,Arboleda,2001-08-14,3762129560,CC,antonio04,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2016-06-05 08:14:47,1
694,password694,Fabiola,Saavedra,2004-07-18,2122150659,CC,bustamantelaura,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2023-02-23 22:55:10,1
695,password695,Álvaro,Sierra,1983-09-06,8433341840,CC,rodriguezwilson,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2019-09-13 16:28:23,1
696,password696,Natalia,Valderrama,2005-07-17,1671930766,CC,bonillamanuel,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2018-04-17 09:56:37,1
697,password697,Eliana,Ardila,1987-08-21,9375847286,CE,gutierrezjose,Profesor,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2018-03-14 15:08:40,1
698,password698,Eugenia,Córdoba,1992-01-22,4124154954,CC,francisco47,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2016-11-23 04:26:11,1
699,password699,Jairo,Jiménez,1997-02-19,8833303353,CE,jairomendoza,Profesor,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2020-04-30 16:15:55,1
700,password700,Yazmín,Muñoz,1986-12-01,6223353339,CC,luzpolo,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2018-09-03 00:49:23,1
701,password701,Alberto,Álvarez,1999-03-04,4101120525,CC,alejandro06,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2017-01-15 13:41:36,1
702,password702,Tatiana,Castañeda,2003-03-07,1185984976,CE,valentinagonzalez,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2020-03-24 06:36:54,1
703,password703,Angie,Martínez,1994-03-09,4686744219,CC,mosquerajose,Profesor,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2019-03-25 21:52:33,1
704,password704,Mariana,Pérez,2002-04-18,1047202223,CC,qbedoya,Profesor,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2021-10-10 04:51:20,1
705,password705,Catalina,Díaz,1988-09-05,8383971742,CC,wzapata,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2019-09-25 11:24:52,1
706,password706,María,Torres,2000-10-18,1274944690,CC,domingo01,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-04-17 03:05:48,1
707,password707,Hernán,Cuéllar,1995-12-06,9727248556,CC,diazjairo,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2021-12-21 21:05:35,1
708,password708,Ofelia,Romero,1986-10-28,4917896270,CE,rojasmyriam,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2022-01-09 23:51:06,1
709,password709,Yamile,Sánchez,1989-04-16,8287377971,CC,csalazar,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2018-11-08 13:47:49,1
710,password710,Catalina,Gaitán,1984-02-13,5773296323,CC,haroldmaldonado,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2019-10-17 16:39:22,1
711,password711,Pedro,Torres,1995-06-23,6757825533,CC,alfredogonzalez,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2019-10-25 12:49:50,1
712,password712,José,Cardona,2004-06-07,8726394487,CC,gutierrezlina,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2019-09-09 05:15:16,1
713,password713,Nelly,Bolaños,1989-09-29,5380821286,CC,lilianaperez,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2017-06-12 09:17:41,1
714,password714,Olga,Castro,1995-03-16,5538581644,CC,ospinoangelica,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2021-07-15 12:55:44,1
715,password715,Iván,Jiménez,1999-09-22,6601039723,CC,gpena,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2022-01-13 19:42:00,1
716,password716,John,Sánchez,1997-02-16,3175035694,CC,garias,Profesor,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2018-07-23 22:58:01,1
717,password717,Ruth,Salazar,1997-12-08,9536985002,CC,rafaelramirez,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-03-12 16:58:59,1
718,password718,Juan,Londoño,1996-03-26,8573432744,CC,sergioespitia,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2019-01-13 18:26:34,1
719,password719,Yolanda,Rodríguez,1992-11-19,1513676303,CC,uvelandia,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2018-03-17 21:09:13,1
720,password720,Juan,López,1983-04-22,6731860853,CE,viviana01,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2021-06-03 22:44:10,1
721,password721,Paola,Chacón,1997-12-04,5278217754,CC,gtorres,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-07-29 02:22:03,1
722,password722,Maritza,González,1992-06-02,6149288201,CC,lizethsarmiento,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2022-02-09 14:46:00,1
723,password723,Dario,Restrepo,1996-06-17,1130349997,CC,guerreroandres,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2019-06-15 17:56:31,1
724,password724,Mónica,Rodríguez,1995-06-23,2632638726,CC,martinezana,Profesor,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2019-08-30 04:22:05,1
725,password725,Yohana,Rodríguez,1996-08-14,3870399780,CC,enriquerodriguez,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-04-13 08:03:01,1
726,password726,Cristina,Benítez,2004-10-05,8949007594,CC,martinezmaria,Profesor,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2018-11-14 06:01:42,1
727,password727,Carolina,Ruiz,2000-04-12,3577858416,CC,francopolo,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2017-10-28 21:02:11,1
728,password728,Judith,Rojas,2000-10-04,2858013957,CC,luzmedina,Profesor,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2017-02-23 19:43:28,1
729,password729,David,Castillo,2007-02-07,7084013371,CE,maicolquiroga,Profesor,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2018-07-23 05:24:51,1
