us_id,us_pass,us_fname,us_lname,us_bday,us_doc,us_doc_type,us_username,us_role,us_program_code,us_program_name,us_faculty_code,us_faculty_name,us_created_at,us_active
1611,password1611,Santiago,Muñoz,1998-02-18,29889640,CC,johana5713,Estudiante,16,Ingenieria mecatronica,1,Ingeniería,2020-12-07 15:24:49,1
1612,password1612,Santiago,Díaz,2001-12-08,48818340,CC,oswaldo302,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2018-03-08 09:55:47,1
1613,password1613,Eduardo,Solano,1984-07-13,44599603,CE,luz860,Estudiante,3,Estadistica,2,Ciencias,2021-02-09 15:48:00,1
1614,password1614,Elmer,Pérez,1997-09-14,54879048,CC,jaimesnancy20,Profesor,22,Terapia ocupacional,3,Medicina,2017-03-03 08:52:19,1
1615,password1615,Karen,Rodríguez,2000-04-22,22520144,CC,castillocamilo6,Estudiante,20,Medicina,3,Medicina,2016-10-16 11:58:42,1
1616,password1616,Dolly,Torres,1986-01-12,65717023,CC,auracastro4,Profesor,15,Ingenieria mecanica,1,Ingeniería,2021-03-09 10:35:06,1
1617,password1617,Inés,Hoyos,2002-12-20,91288438,CC,jhonatanmendoza17,Estudiante,14,Ingenieria industrial,1,Ingeniería,2020-11-16 15:22:58,1
1618,password1618,Camila,Hernández,1991-10-27,79701731,CC,bohorquezmaria7,Estudiante,21,Nutrición y dietetica,3,Medicina,2022-10-11 04:16:45,1
1619,password1619,Elena,Zapata,1994-02-16,52950074,CC,dcano4,Estudiante,17,Ingenieria quimica,1,Ingeniería,2019-12-27 22:22:16,1
1620,password1620,Tomás,Marín,1986-08-14,12615742,CC,norbey5415,Estudiante,9,Ingenieria agricola,1,Ingeniería,2022-03-20 22:44:29,1
1621,password1621,Felipe,Morales,1985-02-11,28411773,CC,maria697,Estudiante,9,Ingenieria agricola,1,Ingeniería,2021-01-07 05:05:44,1
1622,password1622,Juan,Burgos,2001-05-09,31620339,CC,xgonzalez15,Estudiante,3,Estadistica,2,Ciencias,2020-09-06 06:48:59,1
1623,password1623,Milena,Mendoza,2006-08-06,68927047,TI,yamile6916,Estudiante,10,Ingenieria civil,1,Ingeniería,2021-12-29 17:42:09,1
1624,password1624,Laura,Espinosa,1999-09-04,91235836,CC,laurabeltran11,Estudiante,3,Estadistica,2,Ciencias,2016-10-07 09:19:43,1
1625,password1625,Alba,González,1988-11-10,61228553,CC,editharrieta4,Estudiante,14,Ingenieria industrial,1,Ingeniería,2020-11-22 08:32:41,1
1626,password1626,Héctor,Osorio,1993-06-23,13105364,CE,pulidomaria19,Profesor,13,Ingenieria electronica,1,Ingeniería,2018-04-28 16:32:51,1
1627,password1627,Milton,González,2004-02-08,45664306,CC,hgarces19,Estudiante,12,Ingenieria electrica,1,Ingeniería,2019-05-22 15:25:15,1
1628,password1628,María,González,2004-11-25,52272264,CC,ryepes1,Estudiante,16,Ingenieria mecatronica,1,Ingeniería,2017-05-27 12:47:03,1
1629,password1629,Maira,Naranjo,2002-01-25,86951546,CC,qnaranjo9,Estudiante,21,Nutrición y dietetica,3,Medicina,2018-10-19 19:51:04,1
1630,password1630,Mauricio,Cárdenas,2005-06-11,90245527,CC,qleon3,Estudiante,12,Ingenieria electrica,1,Ingeniería,2020-09-20 07:32:36,1
1631,password1631,Hernando,Villegas,1985-05-26,67574266,CC,luisdiaz19,Estudiante,12,Ingenieria electrica,1,Ingeniería,2023-05-15 02:05:11,1
1632,password1632,Robinson,Pulido,1986-05-25,31178630,CC,penacarolina6,Estudiante,22,Terapia ocupacional,3,Medicina,2017-10-29 11:31:30,1
1633,password1633,Olga,Castellanos,1992-11-11,87838937,CC,zmedina5,Profesor,21,Nutrición y dietetica,3,Medicina,2021-06-19 14:52:51,1
1634,password1634,Katherine,Salcedo,1985-12-07,85650354,CC,sgonzales11,Profesor,18,Fisioterapia,3,Medicina,2023-03-21 17:47:44,1
1635,password1635,María,Cárdenas,2004-03-27,54277461,CE,elopez4,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2022-10-23 06:09:59,1
1636,password1636,Marcela,Moreno,2004-07-15,92995770,CC,cardonakatherine13,Estudiante,3,Estadistica,2,Ciencias,2016-10-02 01:33:41,1
1637,password1637,Elizabeth,Díaz,1991-08-30,30109601,CC,patricia4120,Estudiante,22,Terapia ocupacional,3,Medicina,2019-04-13 21:08:33,1
1638,password1638,Edwin,Mendoza,1997-02-14,25032080,CC,eugenia170,Estudiante,17,Ingenieria quimica,1,Ingeniería,2021-09-17 00:33:26,1
1639,password1639,Juliana,Montes,2003-05-03,79954962,CC,diego5216,Estudiante,21,Nutrición y dietetica,3,Medicina,2023-05-05 12:38:09,1
1640,password1640,Lucía,Bolívar,2006-08-12,81739715,TI,liliana124,Estudiante,9,Ingenieria agricola,1,Ingeniería,2020-06-19 06:45:19,1
1641,password1641,Enrique,Flórez,1995-01-13,22897109,CC,ssalazar17,Estudiante,9,Ingenieria agricola,1,Ingeniería,2021-05-06 19:23:24,1
1642,password1642,Fabio,Sandoval,1997-09-13,86615900,CC,aliriogutierrez19,Estudiante,12,Ingenieria electrica,1,Ingeniería,2019-09-30 18:04:51,1
1643,password1643,Enrique,García,2001-12-16,28436379,CE,marinagallego7,Estudiante,20,Medicina,3,Medicina,2017-10-10 16:36:18,1
1644,password1644,Alexander,Valencia,2002-11-08,46377701,CC,angieibarra20,Estudiante,21,Nutrición y dietetica,3,Medicina,2017-05-03 13:44:35,1
1645,password1645,José,Solano,1986-10-25,39694586,CC,ypineda1,Estudiante,10,Ingenieria civil,1,Ingeniería,2020-10-01 16:34:53,1
1646,password1646,Ana,López,2002-04-15,85709383,CC,libia111,Estudiante,9,Ingenieria agricola,1,Ingeniería,2017-11-24 09:53:03,1
1647,password1647,Rocío,García,1995-03-02,87454113,CC,nancyperea18,Estudiante,19,Fonoaudiologia,3,Medicina,2017-09-24 14:35:55,1
1648,password1648,Alfonso,García,1998-08-12,72780934,CC,yadirarojas17,Profesor,11,Ingenieria de sistemas,1,Ingeniería,2021-07-15 22:52:30,1
1649,password1649,Edwar,Rojas,2000-06-10,67553081,CC,arrietapatricia17,Estudiante,18,Fisioterapia,3,Medicina,2023-01-29 14:26:54,1
1650,password1650,Alejandra,Ramírez,1997-10-09,84427940,CC,adrianaquintero12,Profesor,14,Ingenieria industrial,1,Ingeniería,2018-10-30 16:48:39,1
1651,password1651,Richard,Restrepo,1989-10-13,43491675,CC,jimmymedina9,Estudiante,3,Estadistica,2,Ciencias,2022-12-29 18:01:43,1
1652,password1652,Mayra,Bustamante,2001-12-29,11292291,CC,diazalberto3,Estudiante,13,Ingenieria electronica,1,Ingeniería,2018-01-27 02:46:07,1
1653,password1653,Milena,Pinzón,1992-10-31,21800100,CC,bedoyajulio1,Estudiante,20,Medicina,3,Medicina,2017-02-10 00:05:27,1
1654,password1654,Alejandra,Ramírez,1992-07-06,65530751,CC,forerogerman11,Estudiante,21,Nutrición y dietetica,3,Medicina,2017-05-17 05:17:42,1
1655,password1655,Dary,Rodríguez,1990-06-03,95205801,CE,carolinamendez7,Estudiante,17,Ingenieria quimica,1,Ingeniería,2020-07-02 23:21:36,1
1656,password1656,Jonatan,Ramírez,1998-09-29,49385522,CC,barreraeduardo16,Profesor,15,Ingenieria mecanica,1,Ingeniería,2018-06-02 07:48:24,1
1657,password1657,Nelly,Rivera,1998-09-13,20051985,CC,nubiacruz19,Estudiante,12,Ingenieria electrica,1,Ingeniería,2019-02-23 20:45:44,1
1658,password1658,Rafael,Pérez,1992-03-19,93622063,CC,martinezgabriela19,Profesor,3,Estadistica,2,Ciencias,2023-02-28 19:14:39,1
1659,password1659,María,Mosquera,1997-09-16,33471252,CC,pguzman19,Profesor,20,Medicina,3,Medicina,2021-01-27 00:17:16,1
1660,password1660,Carmen,Gil,1992-12-26,66018361,CC,ovalencia6,Estudiante,9,Ingenieria agricola,1,Ingeniería,2018-04-06 22:37:50,1
1661,password1661,Danna,Díaz,1984-02-18,49611043,CC,angeltriana16,Estudiante,21,Nutrición y dietetica,3,Medicina,2021-01-22 10:28:45,1
1662,password1662,Álvaro,López,1998-01-24,68569717,CC,leonardocaceres0,Profesor,12,Ingenieria electrica,1,Ingeniería,2017-02-28 16:19:20,1
1663,password1663,Emilio,Torres,1999-12-02,76100597,CC,urivera5,Estudiante,20,Medicina,3,Medicina,2016-06-21 08:09:42,1
1664,password1664,Rafael,Barbosa,2000-08-21,27223665,CC,wilfredo282,Estudiante,12,Ingenieria electrica,1,Ingeniería,2019-03-03 13:22:03,1
1665,password1665,Libia,Jaimes,1990-06-19,63104198,CC,locampo16,Estudiante,17,Ingenieria quimica,1,Ingeniería,2021-09-13 17:46:51,1
1666,password1666,Eliana,Sánchez,1997-09-29,12664254,CC,omarmartinez13,Estudiante,17,Ingenieria quimica,1,Ingeniería,2019-08-07 21:50:00,1
1667,password1667,Yeny,Barrera,2002-07-24,83600166,CC,rsalcedo15,Estudiante,19,Fonoaudiologia,3,Medicina,2021-10-05 04:44:37,1
1668,password1668,Carlos,Fonseca,1991-09-07,12138257,CE,mrodriguez14,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2018-01-02 20:36:28,1
1669,password1669,Nelly,Anaya,2001-07-06,84502318,CC,bonillairma7,Profesor,19,Fonoaudiologia,3,Medicina,2021-07-12 00:07:13,1
1670,password1670,Javier,Parra,2005-04-07,35347056,CE,angel7513,Profesor,22,Terapia ocupacional,3,Medicina,2019-06-07 09:33:29,1
1671,password1671,Martha,Bustamante,1997-06-10,66266627,CC,lcruz6,Estudiante,19,Fonoaudiologia,3,Medicina,2019-05-04 14:38:21,1
1672,password1672,Mauricio,Beltrán,1995-05-10,31141995,CC,zcardona4,Estudiante,22,Terapia ocupacional,3,Medicina,2021-08-24 22:47:42,1
1673,password1673,Fredy,Martínez,2005-12-30,81744619,CC,fabiolaherrera3,Profesor,18,Fisioterapia,3,Medicina,2017-06-11 00:37:55,1
1674,password1674,Marlon,Sánchez,1994-02-16,25742724,CC,wgonzalez3,Estudiante,16,Ingenieria mecatronica,1,Ingeniería,2018-05-17 14:19:01,1
1675,password1675,Miryam,Trujillo,2000-12-12,86553762,CE,qrodriguez7,Estudiante,3,Estadistica,2,Ciencias,2019-03-27 16:51:56,1
1676,password1676,Julia,Hoyos,1988-08-19,96463432,CC,benitezjose12,Profesor,13,Ingenieria electronica,1,Ingeniería,2018-07-20 20:07:38,1
1677,password1677,Mercedes,Duarte,1992-12-30,62761180,CC,palaciosalberto18,Profesor,21,Nutrición y dietetica,3,Medicina,2018-08-30 15:03:09,1
1678,password1678,John,Gil,1991-01-29,90027849,CC,teresavalencia0,Profesor,12,Ingenieria electrica,1,Ingeniería,2020-06-18 06:50:13,1
1679,password1679,Carlos,Agudelo,1997-10-01,34989613,CC,ncano14,Estudiante,16,Ingenieria mecatronica,1,Ingeniería,2022-05-27 21:08:43,1
1680,password1680,Milena,Herrera,1989-12-10,16922948,CC,imora15,Estudiante,19,Fonoaudiologia,3,Medicina,2020-07-14 03:17:19,1
1681,password1681,María,González,1992-07-21,18947836,CC,uroa15,Estudiante,13,Ingenieria electronica,1,Ingeniería,2023-01-31 18:18:44,1
1682,password1682,Valentina,Morales,1996-09-26,71852669,CC,angelica5614,Estudiante,13,Ingenieria electronica,1,Ingeniería,2018-10-09 15:04:45,1
1683,password1683,Argemiro,Álvarez,1993-05-31,40126312,CC,luistoro11,Estudiante,14,Ingenieria industrial,1,Ingeniería,2022-05-12 19:57:58,1
1684,password1684,Miguel,Montoya,2003-08-25,26050655,CC,garciaisabel12,Estudiante,10,Ingenieria civil,1,Ingeniería,2018-06-23 22:32:50,1
1685,password1685,Eduardo,Sánchez,1996-01-17,78240936,CC,zvalencia8,Estudiante,17,Ingenieria quimica,1,Ingeniería,2022-05-31 17:54:35,1
1686,password1686,Teresa,Peña,2001-11-01,71081457,CC,harrieta4,Profesor,20,Medicina,3,Medicina,2019-07-18 11:24:49,1
1687,password1687,Yolima,Díaz,1984-01-09,12435470,CC,pablocarrillo11,Profesor,16,Ingenieria mecatronica,1,Ingeniería,2020-11-07 14:41:31,1
1688,password1688,Isabel,Castellanos,1993-08-15,74030516,CC,alvarezgeovanny12,Estudiante,14,Ingenieria industrial,1,Ingeniería,2017-12-29 21:07:44,1
1689,password1689,Julia,Arévalo,2004-04-01,73833219,CC,bravogloria8,Estudiante,14,Ingenieria industrial,1,Ingeniería,2022-02-08 22:31:12,1
1690,password1690,Andrés,Suárez,1992-08-23,53623478,CC,eliecer5120,Estudiante,20,Medicina,3,Medicina,2018-05-22 17:28:00,1
1691,password1691,Nicolás,Guerrero,1999-04-03,59585927,CC,jadermartinez20,Estudiante,3,Estadistica,2,Ciencias,2021-01-13 23:46:18,1
1692,password1692,Antonio,Gómez,1995-04-11,16715778,CC,alfonso7512,Estudiante,3,Estadistica,2,Ciencias,2023-02-03 02:35:50,1
1693,password1693,Luz,García,2004-04-29,94768064,CC,ivangutierrez1,Estudiante,10,Ingenieria civil,1,Ingeniería,2021-12-18 10:53:28,1
1694,password1694,Derly,Pérez,1996-10-29,88152613,CC,luis607,Profesor,19,Fonoaudiologia,3,Medicina,2022-12-02 08:17:22,1
1695,password1695,Jesús,Cárdenas,1998-11-20,41220214,CC,oramirez13,Profesor,16,Ingenieria mecatronica,1,Ingeniería,2019-09-19 08:28:33,1
1696,password1696,Marco,Arias,1999-06-07,42632876,CC,rcontreras2,Estudiante,10,Ingenieria civil,1,Ingeniería,2020-05-18 15:49:41,1
1697,password1697,Estiven,González,1994-10-30,50418505,CC,bbedoya5,Profesor,22,Terapia ocupacional,3,Medicina,2020-05-14 13:52:49,1
1698,password1698,María,García,1986-07-03,62696164,CC,jessica6513,Estudiante,19,Fonoaudiologia,3,Medicina,2018-09-28 14:42:18,1
1699,password1699,Andrés,Sánchez,1994-02-10,42915818,CC,carlossierra6,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2019-06-25 12:04:28,1
1700,password1700,Libia,García,2006-05-16,17976310,TI,claudia9914,Profesor,22,Terapia ocupacional,3,Medicina,2022-03-21 09:11:09,1
1701,password1701,Mercedes,Ospina,1988-12-30,46804195,CC,qgarcia12,Estudiante,10,Ingenieria civil,1,Ingeniería,2017-10-19 21:11:30,1
1702,password1702,Jorge,Aguilar,1987-08-16,38359541,CC,oortiz4,Estudiante,20,Medicina,3,Medicina,2023-02-03 14:40:06,1
1703,password1703,Cecilia,Benítez,1995-07-28,90851394,CC,pereznelly16,Estudiante,3,Estadistica,2,Ciencias,2019-02-05 12:38:28,1
1704,password1704,Oswaldo,Muñoz,1988-10-19,78350051,CC,fernandoperez16,Estudiante,19,Fonoaudiologia,3,Medicina,2020-09-03 20:27:04,1
1705,password1705,Hernando,Serrano,1994-06-04,71986112,CC,doratrujillo18,Estudiante,9,Ingenieria agricola,1,Ingeniería,2018-03-28 12:58:18,1
1706,password1706,Joel,Durán,2004-04-04,58542390,CC,luiscaceres4,Estudiante,3,Estadistica,2,Ciencias,2018-02-13 08:19:58,1
1707,password1707,Hernán,Ramírez,1986-09-16,60353752,CC,ajimenez12,Estudiante,14,Ingenieria industrial,1,Ingeniería,2018-01-11 10:42:34,1
1708,password1708,Esther,Fonseca,1998-03-16,96786578,CC,cacerescarolina14,Profesor,22,Terapia ocupacional,3,Medicina,2016-08-02 15:02:24,1
1709,password1709,Alonso,Carrillo,1987-12-14,10677141,CC,galviscecilia16,Profesor,17,Ingenieria quimica,1,Ingeniería,2019-05-18 11:52:20,1
1710,password1710,Alba,Galvis,1986-08-10,63852125,CC,jennybuitrago13,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2020-05-31 22:16:28,1
1711,password1711,Miguel,Galvis,2001-01-13,20984426,CC,giraldoconsuelo11,Estudiante,12,Ingenieria electrica,1,Ingeniería,2020-01-31 21:08:15,1
1712,password1712,Martín,Rivera,1994-04-24,42078668,CC,cabreranelly4,Estudiante,12,Ingenieria electrica,1,Ingeniería,2018-09-18 08:24:30,1
1713,password1713,Marina,Vargas,2004-08-10,72813493,CE,wdiaz0,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2021-03-23 03:02:35,1
1714,password1714,Jeison,Gutiérrez,2006-06-05,22620832,TI,nury5619,Estudiante,20,Medicina,3,Medicina,2018-03-02 13:07:20,1
1715,password1715,Laura,Orozco,2006-12-12,41029429,TI,torreshernan15,Estudiante,12,Ingenieria electrica,1,Ingeniería,2018-07-13 19:26:58,1
1716,password1716,Abraham,Caro,2007-01-28,41512520,TI,rodriguezmaria17,Estudiante,12,Ingenieria electrica,1,Ingeniería,2022-06-30 07:45:22,1
1717,password1717,Ariel,Arévalo,1993-07-29,17920487,CC,andres6513,Estudiante,16,Ingenieria mecatronica,1,Ingeniería,2020-05-30 09:30:58,1
1718,password1718,Mauricio,García,2000-05-30,55398493,CC,molanoisabel12,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2020-02-24 15:54:50,1
1719,password1719,Germán,Gutiérrez,2007-05-07,54792758,TI,erika301,Estudiante,22,Terapia ocupacional,3,Medicina,2020-02-23 10:22:14,1
1720,password1720,Ronald,Hurtado,1995-12-09,22088906,CC,gaitanelena2,Estudiante,18,Fisioterapia,3,Medicina,2020-07-21 01:31:07,1
1721,password1721,Santos,Barrios,1994-09-01,52043992,CC,antonio8611,Estudiante,13,Ingenieria electronica,1,Ingeniería,2022-06-17 02:19:58,1
1722,password1722,Cecilia,Ballesteros,1989-10-16,13652103,CC,cjaramillo13,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2019-02-16 20:54:28,1
1723,password1723,Alicia,Medina,2005-11-03,16825875,CC,jairgutierrez2,Profesor,11,Ingenieria de sistemas,1,Ingeniería,2018-08-11 08:01:21,1
1724,password1724,Felipe,Cardona,1989-10-15,63688709,CC,brodriguez8,Estudiante,12,Ingenieria electrica,1,Ingeniería,2016-10-15 01:00:56,1
1725,password1725,Carlos,Guerrero,2001-12-19,90393141,CC,luz2520,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2020-08-26 16:26:49,1
1726,password1726,Nataly,Gaitán,2002-03-15,70063164,CC,henry223,Estudiante,13,Ingenieria electronica,1,Ingeniería,2017-04-17 20:09:00,1
1727,password1727,Yury,Arias,1987-06-25,96814407,CC,dina117,Estudiante,3,Estadistica,2,Ciencias,2021-04-18 22:26:33,1
1728,password1728,Orlando,Navarro,2006-12-25,37848462,TI,alfredo654,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2018-03-29 02:54:09,1
1729,password1729,Francisco,Salazar,1994-05-12,32307908,CC,carvajalliliana20,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2017-03-20 03:30:13,1
1730,password1730,Marina,Ardila,2001-05-30,85208345,CE,alfredogonzalez6,Estudiante,22,Terapia ocupacional,3,Medicina,2018-11-21 19:03:33,1
1731,password1731,Mercedes,Hernández,1990-03-13,64242608,CE,felipe8113,Estudiante,18,Fisioterapia,3,Medicina,2020-09-11 07:27:13,1
1732,password1732,Paula,Trujillo,1997-01-01,17178181,CE,edgar786,Estudiante,20,Medicina,3,Medicina,2017-07-13 06:15:25,1
1733,password1733,Linda,González,2003-05-07,64761540,CC,efrainrincon11,Estudiante,19,Fonoaudiologia,3,Medicina,2018-02-22 02:26:10,1
1734,password1734,Alejandra,Alfonso,2001-04-11,83077888,CC,salazarjose3,Profesor,11,Ingenieria de sistemas,1,Ingeniería,2017-11-05 01:01:49,1
1735,password1735,Edith,Morales,1984-10-23,69015486,CC,cmartinez11,Estudiante,16,Ingenieria mecatronica,1,Ingeniería,2019-03-13 02:38:18,1
1736,password1736,Myriam,Morales,1991-06-05,15929395,CC,nhernandez18,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2018-11-21 03:33:52,1
1737,password1737,Daniel,Salazar,2003-07-13,90867524,CC,luisrodriguez18,Estudiante,20,Medicina,3,Medicina,2021-07-30 14:40:00,1
1738,password1738,Robinson,Serna,2006-03-01,66581906,TI,mesayesica5,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2023-04-07 09:29:11,1
1739,password1739,Mariela,Parra,1990-06-24,63080492,CC,xangel12,Estudiante,13,Ingenieria electronica,1,Ingeniería,2019-07-12 07:24:54,1
1740,password1740,Lucy,Campo,1990-06-28,72725887,CC,garciamarina0,Estudiante,13,Ingenieria electronica,1,Ingeniería,2017-04-22 03:54:11,1
1741,password1741,Carlos,Villegas,1990-04-04,29360705,CC,gomezjhon9,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2019-05-19 23:23:05,1
1742,password1742,Armando,Ospina,1994-11-05,55113330,CC,francisco391,Estudiante,10,Ingenieria civil,1,Ingeniería,2019-08-12 05:05:20,1
1743,password1743,Johanna,Cuéllar,1997-12-17,46068447,CC,monsalveedith18,Estudiante,12,Ingenieria electrica,1,Ingeniería,2021-07-08 05:34:19,1
1744,password1744,Danna,Pacheco,1999-09-30,45317522,CC,gonzalezantonio17,Estudiante,20,Medicina,3,Medicina,2020-06-22 19:25:09,1
1745,password1745,Karen,Leal,1996-02-21,84217633,CC,morenomelissa1,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2021-08-14 06:27:30,1
1746,password1746,Leidy,Romero,2001-02-14,12002880,CE,rosabedoya16,Estudiante,17,Ingenieria quimica,1,Ingeniería,2023-02-09 02:27:37,1
1747,password1747,María,Arévalo,1987-10-31,66817108,CE,ecamargo13,Estudiante,9,Ingenieria agricola,1,Ingeniería,2018-09-12 10:10:29,1
1748,password1748,Alejandro,Torres,1996-01-14,66843638,CE,margarita1116,Profesor,3,Estadistica,2,Ciencias,2018-10-09 14:01:47,1
1749,password1749,Francisco,Navarro,1983-12-14,40180278,CE,gomezjuan15,Profesor,12,Ingenieria electrica,1,Ingeniería,2017-09-07 05:10:03,1
1750,password1750,José,Díaz,1990-03-06,32345619,CC,carlos825,Profesor,11,Ingenieria de sistemas,1,Ingeniería,2018-08-10 21:18:52,1
1751,password1751,Luis,Palacios,1994-04-30,29162045,CC,alejandropuentes1,Estudiante,10,Ingenieria civil,1,Ingeniería,2021-08-12 05:17:05,1
1752,password1752,Andrea,González,1985-11-01,65294128,CC,milena3515,Estudiante,20,Medicina,3,Medicina,2017-06-17 19:46:25,1
1753,password1753,Pilar,Castaño,1994-11-14,17857506,CE,leandrobarrios8,Profesor,20,Medicina,3,Medicina,2017-09-06 21:10:56,1
1754,password1754,René,Silva,1987-04-08,11526075,CC,juan1518,Estudiante,14,Ingenieria industrial,1,Ingeniería,2021-01-03 17:48:27,1
1755,password1755,Alonso,Mantilla,1996-05-04,30916398,CC,sandramartinez0,Estudiante,20,Medicina,3,Medicina,2020-07-31 00:36:52,1
1756,password1756,Gregorio,Serna,1986-11-09,10178633,CC,padillamery11,Estudiante,18,Fisioterapia,3,Medicina,2021-09-11 04:52:49,1
1757,password1757,Julio,Hernández,1992-05-31,18022858,CC,edwin818,Estudiante,9,Ingenieria agricola,1,Ingeniería,2021-07-09 07:03:09,1
1758,password1758,Robinson,Gómez,2001-06-01,12447270,CE,rodriguezviviana18,Estudiante,22,Terapia ocupacional,3,Medicina,2018-07-12 11:21:59,1
1759,password1759,Fanny,Toro,2000-06-20,38147046,CC,andreaflorez1,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2016-10-04 05:16:39,1
1760,password1760,Henry,Olaya,1999-04-01,53890087,CC,jalzate14,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2018-09-11 18:57:53,1
1761,password1761,Vanesa,Burgos,2000-08-22,34434787,CC,mauricio916,Profesor,15,Ingenieria mecanica,1,Ingeniería,2021-02-02 07:14:07,1
1762,password1762,Daniela,Cruz,1984-06-29,86698378,CC,gabriellopez4,Estudiante,22,Terapia ocupacional,3,Medicina,2019-09-15 19:45:33,1
1763,password1763,Paula,Zambrano,1991-01-09,25420305,CC,kflorez1,Profesor,13,Ingenieria electronica,1,Ingeniería,2018-05-09 00:06:20,1
1764,password1764,Dario,Guerra,1997-06-07,33058896,CC,eburgos13,Profesor,12,Ingenieria electrica,1,Ingeniería,2018-05-10 17:09:56,1
1765,password1765,Néstor,Mosquera,1990-05-19,26597935,CC,jose979,Estudiante,13,Ingenieria electronica,1,Ingeniería,2018-04-12 23:07:52,1
1766,password1766,Claudia,Rincón,1995-05-12,68242504,CC,ycontreras18,Profesor,9,Ingenieria agricola,1,Ingeniería,2019-03-13 05:02:47,1
1767,password1767,Sandra,Acosta,2001-08-23,35347448,CC,alonso494,Estudiante,11,Ingenieria de sistemas,1,Ingeniería,2017-06-05 14:24:32,1
1768,password1768,Andrés,Ríos,1996-01-23,86795287,CC,isanchez5,Estudiante,14,Ingenieria industrial,1,Ingeniería,2018-09-08 15:53:29,1
1769,password1769,Eduardo,Torres,1993-12-01,63691903,CC,teresacastaneda5,Estudiante,22,Terapia ocupacional,3,Medicina,2017-07-04 22:18:28,1
1770,password1770,Elena,Herrera,1986-10-07,62322722,CC,ortizhilda11,Estudiante,21,Nutrición y dietetica,3,Medicina,2019-09-02 20:50:46,1
1771,password1771,Catalina,Silva,1986-08-11,77251829,CC,angielopez5,Profesor,16,Ingenieria mecatronica,1,Ingeniería,2019-11-17 19:10:14,1
1772,password1772,Luis,Torres,1985-05-08,24591746,CC,xhoyos10,Estudiante,12,Ingenieria electrica,1,Ingeniería,2020-05-22 12:29:32,1
1773,password1773,Luz,Gutiérrez,2003-08-05,17873923,CC,felipecordoba15,Profesor,9,Ingenieria agricola,1,Ingeniería,2017-06-25 13:15:30,1
1774,password1774,Martha,Alarcón,1985-07-12,54762389,CC,vrosero9,Estudiante,12,Ingenieria electrica,1,Ingeniería,2017-06-09 19:30:33,1
1775,password1775,Andrea,Valencia,1988-08-04,88292243,CC,gramirez4,Estudiante,22,Terapia ocupacional,3,Medicina,2018-11-28 17:55:56,1
1776,password1776,Marisol,Muñoz,1994-11-08,97478436,CC,juansantos17,Estudiante,10,Ingenieria civil,1,Ingeniería,2016-09-12 22:42:51,1
1777,password1777,Amparo,Flórez,1995-10-28,28916517,CC,milenajaramillo2,Estudiante,12,Ingenieria electrica,1,Ingeniería,2022-06-12 10:00:41,1
1778,password1778,Milena,Cano,2003-02-10,88329802,CC,qsoto14,Estudiante,17,Ingenieria quimica,1,Ingeniería,2018-01-20 15:27:16,1
1779,password1779,Juana,Cortés,1990-03-21,98027772,CC,ogiraldo3,Estudiante,14,Ingenieria industrial,1,Ingeniería,2020-06-01 20:36:54,1
1780,password1780,Gustavo,Bermúdez,1996-12-13,70738898,CE,urojas19,Estudiante,3,Estadistica,2,Ciencias,2018-08-10 17:39:38,1
1781,password1781,Juliana,Hernández,2002-01-19,67650741,CC,fernandobustos6,Estudiante,12,Ingenieria electrica,1,Ingeniería,2023-02-09 07:15:29,1
1782,password1782,Jenny,Buitrago,2003-05-10,16486901,CC,jennydiaz15,Estudiante,18,Fisioterapia,3,Medicina,2018-06-27 15:49:30,1
1783,password1783,Lucía,Silva,2003-12-18,98521735,CC,rloaiza12,Profesor,9,Ingenieria agricola,1,Ingeniería,2022-02-11 10:37:53,1
1784,password1784,Antonio,Rodríguez,1986-01-08,54013222,CC,paulaperez17,Estudiante,15,Ingenieria mecanica,1,Ingeniería,2020-01-22 06:00:46,1
1785,password1785,Juan,Torres,2000-03-01,14657034,CE,beatriz5014,Profesor,3,Estadistica,2,Ciencias,2018-11-01 09:21:02,1
1786,password1786,Tatiana,Valencia,1989-02-09,13340239,CC,fdiaz7,Estudiante,22,Terapia ocupacional,3,Medicina,2018-12-18 19:28:01,1
1787,password1787,Andrés,Pérez,2006-09-13,78997081,TI,liseth805,Estudiante,19,Fonoaudiologia,3,Medicina,2019-08-15 12:20:36,1
